order_item_id,order_id,product_id,quantity,unit_price,discount,line_total
87,27,175,1,56.32,0.22,56.1
88,27,570,2,82.53,1.19,163.87
89,27,542,4,2.76,4.9,6.14
90,28,154,1,26.34,-1.0,27.34
91,28,773,2,9.79,1.39,18.19
92,28,319,1,23.93,3.06,20.87
93,28,973,1,3.81,-0.62,4.43
94,29,354,2,36.38,1.15,71.61
95,29,388,4,45.78,3.39,179.73
96,29,814,2,28.26,2.65,53.87
97,29,278,4,3.93,1.85,13.87
98,30,329,1,18.83,-1.0,19.83
99,31,125,1,22.02,1.27,20.75
100,31,256,1,39.21,-1.0,40.21
101,31,97,1,30.93,-0.54,31.47
102,32,146,1,74.46,4.76,69.7
103,32,182,1,95.17,2.1,93.07
104,33,702,1,8.37,-1.0,9.37
105,33,823,2,25.79,-1.0,52.58
106,34,633,2,42.75,-1.0,86.5
107,34,84,2,38.04,-1.0,77.08
108,34,1194,1,44.78,3.5,41.28
109,34,780,2,4.8,-1.0,10.6
110,35,1031,1,60.12,2.1,58.02
111,36,1031,2,60.12,-1.0,121.24
112,36,437,2,16.19,-1.0,33.38
113,37,622,1,55.23,-1.0,56.23
114,37,91,1,3.53,0.59,2.94
115,38,1130,3,88.0,1.45,262.55
116,38,1182,3,2.91,3.28,5.45
117,39,558,1,100.18,-1.0,101.18
118,39,843,5,13.07,3.21,62.14
119,40,565,1,63.43,-1.0,64.43
120,40,245,1,72.71,3.29,69.42
121,40,191,1,101.08,8.09,92.99
122,40,1081,1,13.58,-1.0,14.58
123,41,761,1,83.29,-0.43,83.72
124,42,248,1,82.6,-1.0,83.6
125,43,913,2,13.82,2.53,25.11
126,43,1129,1,52.63,-1.0,53.63
127,43,242,2,23.51,-1.0,48.02
128,43,313,2,49.75,3.66,95.84
129,44,736,1,101.83,2.74,99.09
130,45,208,6,19.29,3.46,112.28
131,45,499,1,72.22,-0.07,72.29
132,45,772,1,41.34,-1.0,42.34
133,45,1179,1,16.96,-1.0,17.96
134,46,1086,1,24.87,-1.0,25.87
135,46,90,2,84.55,-0.17,169.27
136,47,703,1,21.8,4.5,17.3
137,47,471,1,2.4,-1.0,3.4
138,47,286,1,35.36,2.6,32.76
139,48,496,2,81.74,1.91,161.57
140,49,1174,1,24.96,-0.15,25.11
141,49,562,1,11.87,2.1,9.77
142,50,716,3,71.36,0.48,213.6
143,50,363,1,49.9,-1.0,50.9
144,50,1116,1,19.44,-0.44,19.88
145,51,340,4,20.26,1.18,79.86
146,51,278,2,3.93,2.81,5.05
147,52,424,2,6.22,-0.93,13.37
148,53,331,2,18.02,0.49,35.55
149,53,194,4,21.91,0.75,86.89
150,53,837,1,20.69,-1.0,21.69
151,54,157,2,3.75,-0.99,8.49
152,55,206,1,44.92,-1.0,45.92
153,56,1071,1,29.0,-1.0,30.0
154,56,142,1,46.56,1.8,44.76
155,57,607,2,66.7,2.83,130.57
156,57,1117,2,21.81,0.21,43.41
157,57,938,1,17.0,0.31,16.69
158,57,1049,1,10.85,1.59,9.26
159,58,412,4,31.46,-1.0,126.84
160,58,1182,2,2.91,-1.0,6.82
161,58,1116,1,19.44,0.14,19.3
162,58,472,1,71.67,1.58,70.09
163,59,975,3,54.06,1.52,160.66
164,60,84,2,38.04,-1.0,77.08
165,60,1155,1,3.56,-0.03,3.59
166,60,392,3,67.32,1.91,200.05
167,60,925,1,10.64,-1.0,11.64
168,61,290,2,36.07,-1.0,73.14
169,62,860,1,42.28,0.29,41.99
170,62,945,3,36.07,-1.0,109.21
171,62,712,1,72.02,-0.52,72.54
172,63,21,1,59.16,3.35,55.81
173,64,956,1,67.27,0.06,67.21
174,64,1131,5,60.37,-1.0,302.85
175,64,379,3,47.33,-1.0,142.99
176,64,1173,1,4.35,0.43,3.92
177,65,82,1,4.02,-0.02,4.04
178,65,474,1,6.69,-0.03,6.72
179,66,432,2,17.86,-0.01,35.73
180,66,761,1,83.29,-1.0,84.29
181,67,928,5,7.45,2.61,34.64
182,67,992,3,3.61,-1.0,11.83
183,67,128,5,17.97,-1.0,90.85
184,68,1064,2,28.17,-1.0,57.34
185,68,1071,1,29.0,-1.0,30.0
186,69,437,1,16.19,-1.0,17.19
187,69,645,1,22.54,2.3,20.24
188,69,707,1,4.59,-1.0,5.59
189,69,960,3,18.27,2.91,51.9
190,70,433,3,50.18,0.37,150.17
191,70,611,3,52.35,-1.0,158.05
192,71,831,1,11.07,0.22,10.85
193,71,1010,2,4.56,-0.17,9.29
194,72,395,1,3.13,-1.0,4.13
195,72,1194,2,44.78,-0.16,89.72
196,72,1024,1,36.36,2.79,33.57
197,72,971,5,11.55,-1.0,58.75
198,72,722,1,15.91,6.05,9.86
199,73,1053,1,18.69,-0.97,19.66
200,73,939,3,3.61,2.12,8.71
201,73,988,1,71.66,-1.0,72.66
202,74,113,1,4.32,2.28,2.04
203,74,541,2,47.51,0.26,94.76
204,74,1021,2,73.23,-1.0,147.46
205,74,425,3,2.4,1.51,5.69
206,75,461,1,7.37,-1.0,8.37
207,75,679,1,54.8,-0.55,55.35
208,75,912,3,39.28,1.23,116.61
209,75,247,1,9.95,-0.73,10.68
210,76,779,1,20.88,0.28,20.6
211,77,530,7,70.22,-1.0,492.54
212,77,1141,2,50.49,-1.0,101.98
213,77,159,3,51.29,6.5,147.37
214,77,69,1,48.3,0.94,47.36
215,77,361,1,94.02,-1.0,95.02
216,78,1141,1,50.49,0.02,50.47
217,78,846,4,33.93,4.89,130.83
218,78,508,5,17.9,-1.0,90.5
219,79,90,1,84.55,2.4,82.15
220,79,726,7,29.16,0.73,203.39
221,79,1105,2,65.48,-1.0,131.96
222,80,903,1,38.9,0.56,38.34
223,80,60,1,5.88,-0.08,5.96
224,80,1031,1,60.12,4.56,55.56
225,81,305,1,10.9,-1.0,11.9
226,81,951,3,5.52,-1.0,17.56
227,81,1150,1,26.4,4.46,21.94
228,81,406,2,3.22,1.92,4.52
229,82,1046,2,38.45,-1.0,77.9
230,82,743,3,30.31,0.23,90.7
231,82,117,1,59.23,-1.0,60.23
232,83,458,3,45.59,-1.0,137.77
233,83,1047,1,82.83,0.2,82.63
234,83,481,3,66.07,2.67,195.54
235,83,1017,1,58.05,3.81,54.24
236,84,545,1,37.52,-0.4,37.92
237,85,578,1,54.25,-1.0,55.25
238,85,1170,1,15.12,-1.0,16.12
239,86,1044,2,11.36,5.42,17.3
240,87,1030,1,11.63,-0.18,11.81
241,87,582,1,38.4,1.84,36.56
242,87,756,2,41.93,-1.0,84.86
243,88,176,1,60.68,-0.68,61.36
244,88,1061,1,33.05,4.6,28.45
245,88,271,1,4.04,4.73,-0.69
246,88,31,2,57.79,0.1,115.48
247,88,399,1,44.29,-1.0,45.29
248,88,398,3,9.19,1.88,25.69
249,89,409,1,77.99,1.9,76.09
250,90,221,1,49.87,2.64,47.23
251,90,888,1,29.29,-0.01,29.3
252,91,189,4,44.8,-1.0,180.2
253,91,258,1,30.89,2.18,28.71
254,91,933,2,67.97,-0.73,136.67
255,91,898,1,88.77,-1.0,89.77
256,91,1167,1,37.81,1.7,36.11
257,92,663,1,4.43,-0.47,4.9
258,92,309,1,64.3,1.79,62.51
259,93,715,1,7.08,-1.0,8.08
260,93,118,3,22.32,-1.0,67.96
261,93,854,1,47.75,-1.0,48.75
262,93,505,1,66.2,4.97,61.23
263,93,947,2,3.34,2.63,4.05
264,93,344,3,54.2,-1.0,163.6
265,94,462,1,75.79,0.6,75.19
266,94,432,1,17.86,-1.0,18.86
267,95,820,1,10.62,9.9,0.72
268,96,793,1,14.9,-1.0,15.9
269,96,54,2,48.03,1.02,95.04
270,97,1075,1,6.91,-1.0,7.91
271,97,925,1,10.64,1.92,8.72
272,98,969,3,62.19,-1.0,187.57
273,98,916,1,4.27,0.06,4.21
274,98,442,2,87.07,1.81,172.33
275,99,1166,1,22.07,-1.0,23.07
276,100,903,2,38.9,1.36,76.44
277,100,216,3,13.61,-1.0,41.83
278,101,339,2,23.66,-1.0,48.32
279,101,159,5,51.29,-0.47,256.92
280,102,903,2,38.9,-0.56,78.36
281,102,1107,3,3.6,-1.0,11.8
282,103,912,2,39.28,3.56,75.0
283,103,401,3,16.71,4.18,45.95
284,104,1059,3,88.68,1.22,264.82
285,104,728,2,49.88,6.75,93.01
286,104,463,5,56.39,-0.81,282.76
287,105,1146,1,53.33,-0.63,53.96
288,106,603,1,27.81,0.19,27.62
289,106,811,1,11.37,1.3,10.07
290,107,697,2,59.96,-1.0,120.92
291,107,318,3,43.12,0.21,129.15
292,108,868,1,47.97,0.18,47.79
293,108,151,2,2.4,2.06,2.74
294,108,530,3,70.22,0.12,210.54
295,108,412,1,31.46,3.64,27.82
296,109,1027,1,53.89,2.74,51.15
297,109,801,3,20.81,-1.0,63.43
298,110,456,3,46.57,2.75,136.96
299,110,1140,1,44.61,0.37,44.24
300,110,1047,1,82.83,-1.0,83.83
301,110,77,2,43.04,-1.0,87.08
302,111,745,1,28.89,2.99,25.9
303,111,521,1,30.25,-0.7,30.95
304,111,65,1,28.75,1.02,27.73
305,112,965,1,16.69,-1.0,17.69
306,112,377,4,37.38,3.06,146.46
307,112,1049,2,10.85,0.01,21.69
308,112,513,1,11.35,6.24,5.11
309,112,1028,3,37.24,-1.0,112.72
310,112,803,2,34.58,-1.0,70.16
311,113,933,1,67.97,1.93,66.04
312,113,737,1,15.83,-0.72,16.55
313,113,222,4,45.08,3.04,177.28
314,114,586,1,37.74,3.03,34.71
315,115,422,3,7.14,-1.0,22.42
316,115,225,2,15.58,-1.0,32.16
317,115,706,1,80.2,-1.0,81.2
318,116,799,5,73.01,0.59,364.46
319,116,162,2,43.3,0.65,85.95
320,116,1096,2,23.8,-1.0,48.6
321,117,471,1,2.4,2.98,-0.58
322,117,572,1,40.67,6.39,34.28
323,117,254,1,42.76,0.94,41.82
324,117,246,1,33.79,1.77,32.02
325,117,356,1,36.12,-1.0,37.12
326,118,209,1,32.56,-1.0,33.56
327,118,953,1,24.52,-1.0,25.52
328,118,271,1,4.04,-1.0,5.04
329,119,822,2,57.23,3.02,111.44
330,119,282,1,17.47,-0.81,18.28
331,119,7,1,108.08,-1.0,109.08
332,119,539,1,36.83,1.75,35.08
333,119,1123,1,46.88,-1.0,47.88
334,120,170,1,123.57,-1.0,124.57
335,121,631,1,3.66,-0.05,3.71
336,122,604,1,35.0,1.39,33.61
337,122,786,3,4.21,-1.0,13.63
338,122,523,1,27.41,2.53,24.88
339,123,745,1,28.89,1.74,27.15
340,123,182,3,95.17,-1.0,286.51
341,123,86,1,40.27,-0.41,40.68
342,123,228,3,63.82,-1.0,192.46
343,124,1067,2,51.72,5.14,98.3
344,124,414,1,45.53,2.91,42.62
345,124,821,1,50.03,0.86,49.17
346,125,1112,1,68.37,-1.0,69.37
347,125,309,2,64.3,1.05,127.55
348,126,183,2,130.15,1.71,258.59
349,126,103,1,43.82,4.45,39.37
350,126,842,1,48.76,-1.0,49.76
351,126,1192,1,33.73,1.7,32.03
352,127,584,1,121.65,-1.0,122.65
353,128,1123,1,46.88,4.37,42.51
354,129,605,1,22.03,-1.0,23.03
355,129,868,1,47.97,-1.0,48.97
356,129,292,2,58.18,4.99,111.37
357,129,642,3,52.22,-1.0,157.66
358,129,159,1,51.29,0.94,50.35
359,130,711,3,82.45,-1.0,248.35
360,130,310,2,37.32,-1.0,75.64
361,130,592,2,37.99,1.84,74.14
362,131,355,4,75.34,4.02,297.34
363,131,1034,1,88.57,4.56,84.01
364,132,925,2,10.64,-1.0,22.28
365,132,889,2,66.15,0.97,131.33
366,132,851,3,14.02,-1.0,43.06
367,133,84,2,38.04,0.85,75.23
368,133,447,1,44.53,-0.11,44.64
369,134,393,2,31.69,-0.41,63.79
370,135,183,1,130.15,-1.0,131.15
371,135,870,1,62.56,0.57,61.99
372,135,818,1,44.11,0.61,43.5
373,135,1184,1,20.41,-0.14,20.55
374,136,1155,2,3.56,3.01,4.11
375,137,911,1,28.7,-0.7,29.4
376,138,1008,1,32.93,0.18,32.75
377,139,596,1,18.91,-1.0,19.91
378,139,227,1,57.46,-1.0,58.46
379,140,923,1,48.7,4.86,43.84
380,140,477,2,4.07,1.14,7.0
381,140,870,1,62.56,-1.0,63.56
382,140,856,1,46.5,0.09,46.41
383,141,855,1,70.08,3.33,66.75
384,141,389,1,3.97,3.67,0.3
385,141,1137,1,30.37,2.46,27.91
386,142,1090,2,9.59,-1.0,20.18
387,142,741,1,19.82,-1.0,20.82
388,143,1176,1,69.09,-1.0,70.09
389,143,621,7,13.61,0.88,94.39
390,144,1169,1,81.96,-1.0,82.96
391,144,892,1,23.76,1.99,21.77
392,145,493,1,41.26,2.21,39.05
393,145,1064,1,28.17,-1.0,29.17
394,145,1134,1,80.67,-1.0,81.67
395,145,751,3,21.7,3.73,61.37
396,145,354,1,36.38,-1.0,37.38
397,146,24,1,39.02,5.56,33.46
398,146,224,5,32.62,-0.04,163.14
399,147,87,2,56.82,0.41,113.23
400,147,1021,1,73.23,-1.0,74.23
401,147,999,1,23.33,2.0,21.33
402,148,601,5,5.75,2.53,26.22
403,148,606,1,48.49,2.14,46.35
404,149,908,2,6.65,2.62,10.68
405,150,1187,4,31.26,-0.78,125.82
406,150,709,4,4.93,1.83,17.89
407,151,261,3,22.96,5.29,63.59
408,151,610,1,28.92,-1.0,29.92
409,152,849,1,25.2,-1.0,26.2
410,152,842,2,48.76,0.94,96.58
411,153,502,2,16.89,-1.0,34.78
412,153,177,2,35.78,0.61,70.95
413,153,24,2,39.02,2.53,75.51
414,154,807,1,81.02,2.25,78.77
415,154,440,2,3.38,-0.7,7.46
416,155,1162,2,46.82,6.11,87.53
417,155,233,3,35.63,-0.78,107.67
418,155,598,1,3.4,2.08,1.32
419,156,652,1,59.01,-0.62,59.63
420,156,27,2,23.51,2.29,44.73
421,157,1042,2,17.73,0.35,35.11
422,157,368,1,18.24,-0.59,18.83
423,157,1191,1,24.0,-1.0,25.0
424,158,271,1,4.04,-1.0,5.04
425,158,661,3,14.7,-1.0,45.1
426,158,972,1,4.73,-0.84,5.57
427,158,1116,1,19.44,-1.0,20.44
428,159,178,1,21.18,-0.24,21.42
429,159,1047,1,82.83,-0.1,82.93
430,160,775,4,28.24,-1.0,113.96
431,160,236,2,3.18,-1.0,7.36
432,160,487,3,53.02,-0.05,159.11
433,161,33,1,28.53,2.22,26.31
434,161,1159,1,2.4,-1.0,3.4
435,161,1032,3,4.37,1.41,11.7
436,162,287,2,32.58,2.58,62.58
437,162,689,3,60.14,2.81,177.61
438,163,727,1,33.81,2.4,31.41
439,163,933,3,67.97,-1.0,204.91
440,163,551,1,22.86,-1.0,23.86
441,164,775,4,28.24,-1.0,113.96
442,164,688,1,49.68,-1.0,50.68
443,164,273,1,46.71,0.72,45.99
444,165,929,2,55.73,0.26,111.2
445,165,543,5,46.02,-1.0,231.1
446,165,294,2,53.24,1.93,104.55
447,166,422,1,7.14,0.31,6.83
448,166,956,3,67.27,5.12,196.69
449,166,834,3,36.8,-1.0,111.4
450,167,1143,1,50.1,-1.0,51.1
451,167,68,2,28.09,5.42,50.76
452,167,534,4,105.67,2.6,420.08
453,168,537,1,100.9,3.09,97.81
454,168,661,5,14.7,-0.64,74.14
455,168,294,1,53.24,1.5,51.74
456,168,730,2,9.69,-1.0,20.38
457,169,849,1,25.2,-0.51,25.71
458,169,79,2,23.28,-1.0,47.56
459,170,558,4,100.18,-1.0,401.72
460,171,1057,1,51.14,-1.0,52.14
461,171,841,1,4.74,1.94,2.8
462,171,545,3,37.52,-0.52,113.08
463,171,953,3,24.52,-1.0,74.56
464,172,1015,2,33.79,1.84,65.74
465,172,923,1,48.7,2.73,45.97
466,173,1197,2,2.4,0.59,4.21
467,173,1109,2,108.05,-1.0,217.1
468,173,217,2,52.71,2.17,103.25
469,173,119,2,20.28,3.02,37.54
470,174,247,3,9.95,3.42,26.43
471,174,100,1,43.49,-1.0,44.49
472,174,735,2,58.95,-1.0,118.9
473,174,280,2,35.11,-1.0,71.22
474,175,720,4,74.18,2.46,294.26
475,175,546,2,21.85,2.63,41.07
476,175,316,1,92.35,2.16,90.19
477,176,600,2,10.21,1.05,19.37
478,176,868,2,47.97,-0.49,96.43
479,176,1076,1,22.14,2.51,19.63
480,176,954,1,29.24,2.9,26.34
481,177,1186,1,62.95,4.43,58.52
482,177,509,1,47.92,-1.0,48.92
483,177,407,5,110.76,-1.0,554.8
484,178,878,3,19.62,1.36,57.5
485,178,1141,1,50.49,1.34,49.15
486,179,146,3,74.46,-1.0,224.38
487,179,306,2,40.65,-1.0,82.3
488,180,55,4,32.47,0.54,129.34
489,181,222,1,45.08,-1.0,46.08
490,181,438,3,43.72,-0.92,132.08
491,181,830,1,31.46,-0.54,32.0
492,182,762,2,26.99,4.25,49.73
493,182,455,2,4.39,0.35,8.43
494,183,425,1,2.4,3.65,-1.25
495,183,959,4,39.26,-1.0,158.04
496,183,979,2,7.13,0.89,13.37
497,183,1088,1,37.75,0.36,37.39
498,184,672,1,3.7,5.01,-1.31
499,184,685,2,22.68,-1.0,46.36
500,184,265,1,58.41,-0.35,58.76
501,185,1047,1,82.83,1.79,81.04
502,185,1112,1,68.37,-1.0,69.37
503,186,379,2,47.33,4.98,89.68
504,186,346,2,74.82,0.22,149.42
505,187,80,1,81.09,3.78,77.31
506,188,906,1,67.96,-1.0,68.96
507,188,658,1,40.83,-0.52,41.35
508,189,399,2,44.29,1.33,87.25
509,189,1158,1,6.11,0.98,5.13
510,189,246,1,33.79,-1.0,34.79
511,190,743,1,30.31,4.55,25.76
512,190,127,3,15.33,3.7,42.29
513,190,874,1,33.34,-1.0,34.34
514,190,28,2,48.19,0.29,96.09
515,190,1094,2,51.56,-0.98,104.1
516,190,559,2,12.33,4.82,19.84
517,191,934,2,58.67,-0.66,118.0
518,192,210,1,56.83,4.34,52.49
519,192,723,2,25.77,-1.0,52.54
520,192,132,1,75.84,5.04,70.8
521,193,975,1,54.06,-0.4,54.46
522,193,24,3,39.02,-1.0,118.06
523,193,401,1,16.71,-0.04,16.75
524,194,1148,1,44.39,1.68,42.71
525,195,699,1,4.4,-1.0,5.4
526,195,476,2,28.73,3.75,53.71
527,196,1063,1,75.9,-1.0,76.9
528,196,157,1,3.75,1.31,2.44
529,196,504,1,20.41,8.06,12.35
530,197,912,4,39.28,-1.0,158.12
531,198,988,1,71.66,2.33,69.33
532,198,809,1,45.68,-1.0,46.68
533,198,876,1,36.4,0.17,36.23
534,198,155,1,35.57,2.6,32.97
535,199,398,2,9.19,3.18,15.2
536,199,899,1,2.85,-1.0,3.85
537,199,778,1,97.03,-1.0,98.03
538,199,1148,2,44.39,-0.82,89.6
539,199,530,1,70.22,-0.09,70.31
540,200,1162,2,46.82,-1.0,94.64
541,200,421,1,2.74,-1.0,3.74
542,200,214,1,39.23,5.5,33.73
543,200,837,1,20.69,-1.0,21.69
544,201,1047,4,82.83,0.19,331.13
545,201,187,1,4.0,-1.0,5.0
546,201,1073,1,66.84,-1.0,67.84
547,201,791,1,71.2,-0.09,71.29
548,202,556,1,47.43,-1.0,48.43
549,202,185,1,40.41,-1.0,41.41
550,202,248,1,82.6,-1.0,83.6
551,202,587,1,44.37,-0.78,45.15
552,203,435,2,46.0,-1.0,93.0
553,203,913,1,13.82,1.48,12.34
554,203,400,3,35.13,-1.0,106.39
555,203,798,1,39.22,-1.0,40.22
556,204,569,1,42.06,1.56,40.5
557,205,457,1,3.49,-1.0,4.49
558,205,996,3,39.7,1.62,117.48
559,206,541,1,47.51,4.24,43.27
560,206,556,3,47.43,-1.0,143.29
561,206,295,3,27.4,-0.65,82.85
562,206,781,1,9.84,-1.0,10.84
563,207,498,1,60.5,-1.0,61.5
564,207,25,2,51.81,3.15,100.47
565,207,1086,2,24.87,-0.3,50.04
566,207,552,1,3.0,-1.0,4.0
567,207,1012,1,3.46,2.14,1.32
568,208,56,1,79.25,-0.27,79.52
569,208,118,2,22.32,-1.0,45.64
570,208,451,1,75.64,1.05,74.59
571,209,220,1,13.56,0.23,13.33
572,209,38,3,44.27,2.31,130.5
573,209,45,1,66.36,1.98,64.38
574,210,811,1,11.37,2.14,9.23
575,210,499,1,72.22,-1.0,73.22
576,211,190,4,34.81,-0.65,139.89
577,211,995,2,68.12,-1.0,137.24
578,212,478,3,40.54,3.01,118.61
579,212,695,4,26.26,2.21,102.83
580,212,339,1,23.66,-1.0,24.66
581,213,283,1,19.29,-1.0,20.29
582,213,1165,4,27.99,3.09,108.87
583,213,473,1,16.87,-1.0,17.87
584,214,1005,1,16.56,3.64,12.92
585,214,113,1,4.32,1.63,2.69
586,215,299,3,49.3,8.22,139.68
587,215,461,5,7.37,-1.0,37.85
588,215,464,3,23.84,1.49,70.03
589,215,450,1,32.44,5.79,26.65
590,216,540,1,28.05,2.7,25.35
591,216,321,2,25.74,-1.0,52.48
592,217,837,1,20.69,-1.0,21.69
593,217,253,1,17.84,-1.0,18.84
594,217,878,1,19.62,0.1,19.52
595,218,259,3,24.76,1.67,72.61
596,218,685,4,22.68,-1.0,91.72
597,218,173,3,26.4,0.44,78.76
598,219,721,1,29.81,4.81,25.0
599,219,165,4,3.21,-0.79,13.63
600,219,394,1,25.7,-1.0,26.7
601,219,1175,1,53.75,-1.0,54.75
602,220,207,2,109.2,-1.0,219.4
603,220,784,2,52.79,-1.0,106.58
604,221,1178,3,21.59,-1.0,65.77
605,221,770,2,9.6,0.06,19.14
606,221,535,2,71.59,0.66,142.52
607,222,473,1,16.87,-1.0,17.87
608,222,449,1,52.13,0.87,51.26
609,223,201,2,62.03,1.64,122.42
610,223,502,4,16.89,1.13,66.43
611,224,586,2,37.74,1.31,74.17
612,224,520,1,91.92,-0.87,92.79
613,224,451,1,75.64,-1.0,76.64
614,224,1164,5,31.17,0.79,155.06
615,225,292,1,58.18,-0.33,58.51
616,225,992,2,3.61,2.6,4.62
617,226,912,2,39.28,-1.0,79.56
618,226,902,1,42.74,-0.66,43.4
619,227,281,3,49.95,-0.25,150.1
620,227,1144,1,33.23,1.33,31.9
621,227,864,1,3.3,2.08,1.22
622,227,1,5,67.0,7.08,327.92
623,227,152,2,51.52,-1.0,104.04
624,228,773,5,9.79,-1.0,49.95
625,228,599,1,3.96,2.25,1.71
626,229,659,1,35.46,0.5,34.96
627,230,814,1,28.26,-1.0,29.26
628,230,641,1,16.65,4.42,12.23
629,230,826,2,65.39,1.15,129.63
630,231,183,2,130.15,2.09,258.21
631,231,1176,3,69.09,-1.0,208.27
632,231,562,1,11.87,-1.0,12.87
633,232,544,1,3.82,-1.0,4.82
634,232,1156,2,23.45,2.77,44.13
635,232,454,1,24.41,-1.0,25.41
636,232,783,1,49.04,-1.0,50.04
637,233,894,2,8.75,-0.85,18.35
638,233,671,1,63.03,1.13,61.9
639,234,78,1,23.81,4.43,19.38
640,235,281,3,49.95,1.01,148.84
641,236,591,1,88.96,4.79,84.17
642,236,816,1,39.3,-1.0,40.3
643,236,1046,2,38.45,0.52,76.38
644,236,183,4,130.15,1.32,519.28
645,237,319,2,23.93,-1.0,48.86
646,237,667,1,6.57,-1.0,7.57
647,237,603,2,27.81,1.09,54.53
648,237,113,2,4.32,-1.0,9.64
649,238,195,1,25.73,3.72,22.01
650,238,566,3,24.44,-0.43,73.75
651,238,1134,4,80.67,-0.25,322.93
652,239,92,1,107.77,3.18,104.59
653,239,1019,1,35.16,4.45,30.71
654,240,989,1,55.89,0.63,55.26
655,240,920,2,27.28,2.4,52.16
656,241,187,1,4.0,-0.97,4.97
657,242,177,2,35.78,0.66,70.9
658,242,417,1,9.9,-1.0,10.9
659,242,605,1,22.03,0.58,21.45
660,243,805,2,22.45,-1.0,45.9
661,243,257,1,24.91,3.79,21.12
662,243,999,1,23.33,0.99,22.34
663,243,1102,1,59.43,3.48,55.95
664,243,1045,1,20.76,-1.0,21.76
665,244,1116,2,19.44,3.45,35.43
666,244,1175,1,53.75,0.06,53.69
667,244,877,3,49.41,0.04,148.19
668,245,107,2,18.4,1.58,35.22
669,245,790,1,57.59,-1.0,58.59
670,245,841,2,4.74,5.98,3.5
671,246,293,1,85.29,-1.0,86.29
672,246,19,1,2.4,0.54,1.86
673,246,88,2,18.25,8.11,28.39
