payment_id,order_id,payment_date,amount,method,status,transaction_ref
58,58,2024-06-09 19:49:44,242.21,bank_transfer,captured,PAY-WMFD9LDFTT
59,59,2024-11-10 06:57:08,162.29,card,captured,PAY-F1CRX4IZTS
60,60,2025-02-20 05:39:43,316.73,paypal,captured,PAY-7180TT7BFO
61,61,2024-08-27 11:46:24,70.94,card,captured,PAY-ZAG3Y64U8Q
62,62,2025-07-23 13:17:19,0.0,card,refunded,PAY-5ZZFVBVUJG
63,63,2024-07-17 19:41:20,0.0,card,refunded,PAY-JMRJWUQTYL
64,64,2023-06-23 03:22:42,574.29,card,captured,PAY-X76UF95VQZ
65,65,2025-01-19 03:09:07,7.55,card,captured,PAY-XTV5HGI933
66,66,2023-09-17 15:14:02,132.55,cod,captured,PAY-7AHZ8JUDV3
67,67,2023-12-05 01:39:48,153.06,card,captured,PAY-NGLBDNC3A0
68,68,2025-02-04 12:03:25,84.16,paypal,captured,PAY-B7UDKJRJAL
69,69,2023-08-03 06:09:01,109.43,card,captured,PAY-FW32KTIW89
70,70,2024-11-10 23:31:25,351.64,card,captured,PAY-0Y8OIVRK3W
71,71,2025-02-18 14:17:11,13.48,paypal,captured,PAY-RWL2IMI9OQ
72,72,2025-08-18 23:14:34,215.16,card,captured,PAY-SHD0EPBO1N
73,73,2023-03-10 14:20:01,114.1,paypal,captured,PAY-87ZH2FJ5J9
74,74,2023-12-09 02:49:07,274.74,card,captured,PAY-4YTJKITGPV
75,75,2024-02-17 21:00:52,202.06,bank_transfer,captured,PAY-7MX9249338
76,76,2023-09-09 20:43:35,16.2,card,captured,PAY-I99ZUAAF28
77,77,2024-07-29 21:24:16,965.24,card,captured,PAY-B28M479A3O
78,78,2023-04-24 11:24:53,323.18,paypal,captured,PAY-Q2HHCU54JS
79,79,2023-01-03 02:14:08,469.11,paypal,captured,PAY-N8O8DB8F1F
80,80,2023-02-26 21:24:37,116.37,paypal,captured,PAY-1BJNTIXFLC
81,81,2024-09-06 02:40:19,52.35,card,captured,PAY-TVE1VZ1CWJ
82,82,2023-12-08 13:09:09,254.19,card,captured,PAY-8HDDJQXK9H
83,83,2025-01-20 04:47:55,0.0,card,voided,PAY-TAGPXKWJDM
84,84,2023-01-03 18:39:10,18.64,card,captured,PAY-71JQW323E0
85,85,2024-06-02 20:24:40,76.65,paypal,captured,PAY-PI6UPA2M3Q
86,86,2024-06-04 03:35:56,30.47,paypal,captured,PAY-S138ZCAHKU
87,87,2025-04-22 15:57:23,139.68,paypal,captured,PAY-M7VN54JUVS
88,88,2025-07-26 01:04:42,306.32,card,captured,PAY-84U70KZ0IS
89,89,2024-05-03 10:30:51,78.79,card,captured,PAY-EPXVWNFUQC
90,90,2024-10-11 11:52:14,80.49,card,captured,PAY-RDZLV0N35N
91,91,2024-11-05 13:41:00,515.99,cod,captured,PAY-0AHC4X5TGK
92,92,2023-10-27 04:39:43,65.77,card,captured,PAY-CK18Q2UUK6
93,93,2023-09-07 17:04:52,393.49,paypal,captured,PAY-5DR8KL04NS
94,94,2025-03-13 21:27:24,114.69,paypal,captured,PAY-4J4NKIFQZ9
95,95,2023-06-14 13:58:25,2.65,card,captured,PAY-HIN1J3YAY7
96,96,2023-08-09 04:02:31,0.0,card,voided,PAY-0MU374Y4PG
97,97,2024-01-09 23:00:43,8.97,paypal,captured,PAY-S8Z2MZ16HZ
98,98,2024-05-07 07:16:05,409.65,card,captured,PAY-8O0PUUERJA
99,99,2024-05-14 06:39:14,-1.83,card,captured,PAY-UDKA5OFFU9
100,100,2024-08-28 16:39:20,128.1,paypal,captured,PAY-RJR9QC0W65
101,101,2023-03-28 23:10:42,310.71,card,captured,PAY-J2UIE9Z1KN
102,102,2023-03-16 15:27:41,101.88,paypal,captured,PAY-EDP3WOEFC2
103,103,2025-03-02 13:47:02,126.69,card,captured,PAY-KI0L23AD8T
104,104,2024-04-06 18:54:21,721.83,card,captured,PAY-NVR57R07XJ
105,105,2024-05-01 12:14:18,54.48,card,captured,PAY-909GHCDTD1
106,106,2023-07-09 16:57:24,44.25,card,captured,PAY-XL6PMKOIFK
107,107,2023-03-06 19:40:09,273.74,card,captured,PAY-FZZJNMAI1N
108,108,2023-11-09 18:31:12,333.86,paypal,captured,PAY-M38IDHGB3Z
109,109,2023-06-13 06:24:53,114.43,card,captured,PAY-9KPI87UIHJ
110,110,2024-06-28 01:39:07,393.04,paypal,captured,PAY-LSUN0UW80U
111,111,2023-09-05 15:28:40,92.19,card,captured,PAY-9JWOEFA7IP
112,112,2024-06-22 09:08:46,407.2,bank_transfer,captured,PAY-45MHEE2BVX
113,113,2023-04-01 11:45:36,282.6,card,captured,PAY-5A42V7B5C1
114,114,2024-08-05 04:52:38,16.12,card,captured,PAY-LILVWQ02PD
115,115,2024-06-16 12:49:02,152.81,card,captured,PAY-LI78HJE9ID
116,116,2024-06-21 11:27:13,536.52,bank_transfer,captured,PAY-U4D4VEEEHK
117,117,2023-02-21 06:04:21,173.66,card,captured,PAY-QJW749RKC2
118,118,2024-01-08 12:57:02,0.0,card,voided,PAY-281RLNA0LT
119,119,2023-01-18 21:57:04,359.42,card,captured,PAY-1KCGCI9ZUZ
120,120,2024-10-18 01:48:42,134.29,card,captured,PAY-5BRMR9L58Q
121,121,2024-08-05 12:30:07,23.36,paypal,captured,PAY-4RC72B0YFP
122,122,2023-02-20 19:44:30,66.6,card,captured,PAY-ATQA09X8Z2
123,123,2024-05-15 12:26:25,590.22,card,captured,PAY-CZJT6TG63A
124,124,2024-11-07 02:15:56,188.56,bank_transfer,captured,PAY-7LZW4ZBTT2
125,125,2025-03-24 02:03:42,216.16,card,captured,PAY-ULMZAT6D70
126,126,2023-01-22 23:13:57,415.98,paypal,captured,PAY-MVYH7L03HT
127,127,2023-06-03 03:56:32,141.54,bank_transfer,captured,PAY-YIQUFYQDSG
128,128,2024-01-22 23:30:16,33.2,card,captured,PAY-WOBTZ6CL0D
129,129,2023-02-26 14:50:14,424.97,card,captured,PAY-FWUJLNPTH3
130,130,2023-04-21 03:14:18,428.52,card,captured,PAY-WDNXVBTO8Z
131,131,2023-04-03 10:25:10,418.71,card,captured,PAY-O8D90JVXAA
132,132,2023-05-12 08:45:42,221.52,bank_transfer,captured,PAY-8CKXB2GI6B
133,133,2025-04-27 19:36:26,130.38,card,captured,PAY-41ZTL2R3KJ
134,134,2023-02-18 16:19:55,53.67,card,captured,PAY-TWYYODOC66
135,135,2024-05-20 07:55:16,281.99,cod,captured,PAY-XEEP3371UP
136,136,2025-07-06 00:28:49,4.85,paypal,captured,PAY-O00K2WFTQD
137,137,2025-05-07 08:33:20,0.0,paypal,voided,PAY-5X7DXNCI2D
138,138,2023-02-25 17:44:03,31.46,card,captured,PAY-FQSB6MIYC1
139,139,2024-11-18 08:24:49,74.88,paypal,captured,PAY-QDEAI0BCXN
140,140,2024-01-19 12:00:51,174.37,card,captured,PAY-MJ95W9IGNH
141,141,2025-07-08 16:28:26,106.15,paypal,captured,PAY-COKUPM4AKI
142,142,2025-01-26 23:30:37,30.21,card,captured,PAY-SZDL6PZH5L
143,143,2025-01-23 03:38:28,186.11,paypal,captured,PAY-MWNMMMEVEA
144,144,2025-01-25 00:53:06,116.47,paypal,captured,PAY-D216C6QO0L
145,145,2023-11-20 15:24:07,271.26,card,captured,PAY-MXP7M6U5Z8
146,146,2024-07-07 21:55:23,222.84,card,captured,PAY-3L4Q2SZ752
147,147,2025-08-11 23:53:15,240.6,card,captured,PAY-62CLLGFFUV
148,148,2025-08-06 00:06:09,71.8,card,captured,PAY-SX6R0JTQ24
149,149,2023-11-25 06:19:57,14.83,card,captured,PAY-N5N44X0PK1
150,150,2025-01-30 21:39:21,154.94,card,captured,PAY-0YMO3047F6
151,151,2025-02-04 17:20:04,110.33,card,captured,PAY-9PQLVN42DX
152,152,2024-01-07 15:08:37,110.33,paypal,captured,PAY-O6RNRW83SB
153,153,2025-04-07 07:28:43,211.42,card,captured,PAY-LXKWZKB7ZJ
154,154,2023-12-12 20:01:11,90.41,card,captured,PAY-YDQXH2ZZCS
155,155,2023-02-05 13:37:27,221.94,paypal,captured,PAY-01KB29NDRM
156,156,2024-01-25 02:45:05,0.0,bank_transfer,refunded,PAY-RN0KK3ZZHD
157,157,2023-04-28 15:39:47,91.07,card,captured,PAY-9EN72YGDCO
158,158,2024-12-24 23:26:27,94.31,card,captured,PAY-5E36C4JPVW
159,159,2023-07-09 16:11:55,116.04,paypal,captured,PAY-Q3PCAMI6HW
160,160,2025-04-09 21:03:17,300.09,card,captured,PAY-LLHK832DMY
161,161,2023-10-22 15:21:31,32.96,paypal,captured,PAY-GWUTEHKU67
162,162,2023-10-31 01:06:38,264.27,paypal,captured,PAY-NHAG2PZRD6
163,163,2025-01-13 12:44:08,267.27,cod,captured,PAY-UY0Z2RMA8T
164,164,2025-05-21 08:24:07,221.78,card,captured,PAY-6S8F74JH0Y
165,165,2024-11-16 20:20:28,485.81,cod,captured,PAY-6MEDDDESR2
166,166,2024-08-21 13:34:13,346.76,cod,captured,PAY-TN3C8QDBDA
167,167,2024-03-22 00:50:47,567.28,card,captured,PAY-MCAK9E73D7
168,168,2025-02-17 12:16:39,268.72,card,captured,PAY-2W0RAIKBDJ
169,169,2025-01-08 13:10:39,89.97,card,captured,PAY-06GALRV70J
170,170,2023-05-30 00:14:55,437.23,card,captured,PAY-T4EL4PFQTO
171,171,2025-06-30 14:58:44,272.55,card,captured,PAY-558D8MHIUD
172,172,2023-08-27 17:03:04,116.02,paypal,captured,PAY-QD8RAM9QYM
173,173,2024-09-17 21:31:53,377.06,card,captured,PAY-8PHIQ6SC6R
174,174,2023-09-18 02:59:38,293.96,card,captured,PAY-4OJ5OS7IWM
175,175,2024-04-25 00:19:29,0.0,paypal,voided,PAY-VGLVHD4BPW
176,176,2023-05-04 15:14:06,175.44,card,captured,PAY-999ISR34V2
177,177,2023-06-13 00:20:58,727.03,card,captured,PAY-GWC8CKRQXR
178,178,2023-08-01 15:19:15,112.73,card,captured,PAY-EZ6RZ89B6T
179,179,2024-03-11 10:57:47,325.41,card,captured,PAY-7TUO3WX3V9
180,180,2025-06-19 16:40:27,148.4,paypal,captured,PAY-C61M2IJYF1
181,181,2024-03-21 08:19:28,234.97,card,captured,PAY-32M9Q5NI5P
182,182,2024-09-29 20:23:53,68.96,card,captured,PAY-39EBR80C2C
183,183,2024-02-19 07:45:52,224.96,card,captured,PAY-TTOF4D44RJ
184,184,2025-05-04 04:25:27,0.0,paypal,voided,PAY-ZTBTMPSONQ
185,185,2024-10-02 23:53:02,167.34,card,captured,PAY-AUMRN6REMS
186,186,2023-06-20 19:59:05,235.38,card,captured,PAY-SACZGXBLHU
187,187,2023-06-25 04:51:08,92.76,paypal,captured,PAY-HMVLEQSV4Y
188,188,2023-03-03 10:43:03,110.61,card,captured,PAY-NDSUXVKIBT
189,189,2023-06-16 15:48:40,150.37,bank_transfer,captured,PAY-NZQ2F90H7H
190,190,2025-05-18 21:31:47,348.71,cod,captured,PAY-WKUN7B814P
191,191,2023-12-02 21:57:43,0.0,paypal,voided,PAY-ORLFUCHAWT
192,192,2023-11-15 11:13:25,190.81,card,captured,PAY-O20FW6Q38A
193,193,2024-06-28 16:51:24,0.0,card,refunded,PAY-97YUTS0GPA
194,194,2023-08-03 07:14:00,41.88,card,captured,PAY-4Z6BSOJNDU
195,195,2023-12-21 05:12:28,0.0,cod,refunded,PAY-3RZCMR6GTR
196,196,2025-05-11 07:14:20,123.61,card,captured,PAY-F4840Z6PJL
197,197,2024-01-25 03:43:54,190.63,card,captured,PAY-HKYSR91NHK
198,198,2023-12-01 06:17:20,212.51,card,captured,PAY-B2RUWN3DMT
199,199,2023-10-09 23:12:26,308.52,card,captured,PAY-IBF3MGB0W3
200,200,2025-08-02 16:51:13,157.87,card,captured,PAY-8H32IZGNW9
201,201,2023-08-30 14:21:32,525.32,paypal,captured,PAY-O2G5OE8DPU
202,202,2023-12-31 13:27:18,234.91,paypal,captured,PAY-YEE3ZPU8I5
203,203,2023-01-30 08:32:06,291.26,cod,captured,PAY-I2DIHEE1YK
204,204,2024-03-25 21:46:53,53.05,card,captured,PAY-A3SMHS780A
205,205,2025-06-25 20:15:36,145.55,cod,captured,PAY-0MSJZDBXSV
206,206,2023-09-02 15:15:04,321.85,card,captured,PAY-P3THCAQ462
207,207,2023-07-01 18:39:27,234.03,card,captured,PAY-S7A9NZOE5B
208,208,2025-09-12 14:46:49,215.14,card,captured,PAY-2GUSTEBSD9
209,209,2023-04-15 09:21:09,226.97,card,captured,PAY-QUCANOMFGM
210,210,2023-06-16 11:37:40,100.08,card,captured,PAY-RJ31CJH8RM
211,211,2023-12-07 08:38:51,0.0,bank_transfer,refunded,PAY-JRA7YVW4UM
212,212,2025-04-06 16:19:27,275.19,paypal,captured,PAY-KHTMUC28XU
213,213,2025-02-14 05:21:56,167.53,card,captured,PAY-SA30VUANOE
214,214,2025-09-08 08:24:42,29.62,card,captured,PAY-GRFHTHP0YL
215,215,2023-12-13 08:51:15,303.12,bank_transfer,captured,PAY-R8XQMZYXNS
216,216,2024-07-27 00:03:57,73.17,paypal,captured,PAY-V84FIBCAHH
217,217,2023-01-20 10:25:42,60.08,card,captured,PAY-HX91CHBY8F
218,218,2024-02-02 14:32:31,0.0,card,voided,PAY-TSVE8GNOW5
219,219,2025-06-05 02:35:02,133.54,card,captured,PAY-S5XYRIDQZ2
220,220,2024-02-03 12:01:54,0.0,paypal,voided,PAY-QGJG2XPHYR
221,221,2024-07-30 03:30:05,231.56,cod,captured,PAY-SR1UBLDVW4
222,222,2025-02-15 09:35:20,79.33,card,captured,PAY-FSPTS9BYM2
223,223,2024-07-29 07:22:53,202.02,cod,captured,PAY-6WYXWAICHM
224,224,2024-12-22 07:53:01,426.37,card,captured,PAY-FLLW887EUO
225,225,2024-09-03 03:47:43,65.98,card,captured,PAY-W9OHILYXI0
226,226,2025-08-16 00:59:20,120.67,card,captured,PAY-A6FZD21KWR
227,227,2025-02-24 11:16:36,665.1,card,captured,PAY-R9J8VPZFNI
228,228,2024-08-02 17:29:34,43.12,paypal,captured,PAY-T1CV4EIP4W
229,229,2024-07-17 05:54:25,50.94,card,captured,PAY-XHMVXRWV77
230,230,2024-06-02 23:49:38,177.16,paypal,captured,PAY-HCVO9XK55N
231,231,2025-03-17 14:58:36,528.94,paypal,captured,PAY-AYAQ8OM8R0
232,232,2025-01-11 13:08:13,145.71,paypal,captured,PAY-1OKBGPGGVY
233,233,2024-11-03 00:02:49,94.18,card,captured,PAY-EF2IPL2WDW
234,234,2023-03-04 01:36:59,34.82,paypal,captured,PAY-ZB01C7X56B
235,235,2024-09-08 05:34:18,150.2,card,captured,PAY-BOJJ0H7Y6O
236,236,2025-08-07 17:04:21,772.88,paypal,captured,PAY-36MSF4DOMR
237,237,2024-10-04 08:00:10,144.78,card,captured,PAY-7RM3FK6CZ6
238,238,2025-02-01 17:56:02,491.24,card,captured,PAY-LBD9VYZPJ6
239,239,2023-07-10 03:03:57,136.34,cod,captured,PAY-DUN2PMJL7F
240,240,2024-06-22 09:49:49,114.18,card,captured,PAY-HXJ5LZUY0S
241,241,2023-04-21 19:46:57,0.0,card,voided,PAY-RNLJ6E7IKK
242,242,2024-09-07 16:24:18,103.34,card,captured,PAY-SES08N2DXQ
243,243,2023-11-18 00:39:28,171.11,card,captured,PAY-CJBVXRZ27L
244,244,2023-10-19 16:21:07,262.14,paypal,captured,PAY-IDTI1Q3TUM
245,245,2025-03-25 17:52:41,88.16,cod,captured,PAY-I4RYFUJF8A
246,246,2023-01-28 07:56:00,119.0,card,captured,PAY-1QUHVWYKSY
247,247,2025-04-15 00:33:51,478.43,card,captured,PAY-5DJ5ZDAT1B
248,248,2023-05-02 22:06:12,252.2,card,captured,PAY-W1W5PF71J3
249,249,2023-07-23 19:50:11,78.29,card,captured,PAY-WCF5PDVHME
250,250,2024-04-12 23:34:06,168.18,card,captured,PAY-EZG35H7RGS
251,251,2023-01-22 22:42:35,184.22,card,captured,PAY-YTAR6NEJS4
252,252,2024-01-30 03:01:48,0.0,card,refunded,PAY-R31BLR2Z0J
253,253,2024-06-01 15:53:17,372.87,card,captured,PAY-8W40FPOUQD
254,254,2023-07-11 04:17:31,267.97,card,captured,PAY-ATRBTSBV7F
255,255,2023-05-23 11:13:51,195.41,bank_transfer,captured,PAY-88HR53YT2D
256,256,2024-03-23 13:03:02,128.5,card,captured,PAY-FVMB0DKSC3
257,257,2023-08-06 13:00:35,159.42,card,captured,PAY-0UANNQ7E1Z
258,258,2023-12-29 23:06:25,51.94,paypal,captured,PAY-E5PJBH6D5V
259,259,2024-08-21 03:44:00,394.52,card,captured,PAY-GKKOFTVYD9
260,260,2024-09-30 16:30:25,388.79,card,captured,PAY-U68NNZ79MA
261,261,2023-07-20 20:22:52,213.67,paypal,captured,PAY-74UGJSUA45
262,262,2025-09-02 17:40:17,132.89,bank_transfer,captured,PAY-JQS1YIIATK
263,263,2023-08-18 08:01:57,160.89,paypal,captured,PAY-2X8XJB8B95
264,264,2023-06-13 20:30:10,120.46,paypal,captured,PAY-VD214T4PGQ
265,265,2024-06-28 04:42:05,201.64,card,captured,PAY-50S675BF2Y
266,266,2024-03-15 09:51:39,543.66,card,captured,PAY-GFIGAICRRG
267,267,2025-08-29 19:18:52,153.96,bank_transfer,captured,PAY-QIL5FX2R0I
268,268,2025-04-25 11:41:13,0.0,card,refunded,PAY-AKPMI6ZFXT
269,269,2025-09-04 09:47:09,0.0,bank_transfer,refunded,PAY-K3CU53U3SR
270,270,2024-01-21 13:21:37,670.25,paypal,captured,PAY-8FA9Q72VP3
271,271,2023-07-09 19:57:52,0.0,paypal,voided,PAY-PM5F68WLOJ
272,272,2023-05-04 11:09:02,35.95,card,captured,PAY-Q49TD85NES
273,273,2025-08-06 02:17:48,201.57,bank_transfer,captured,PAY-R249VWD1V8
274,274,2025-04-07 12:05:21,48.68,card,captured,PAY-OGW14NJ91U
275,275,2023-05-01 22:51:44,182.17,card,captured,PAY-8HW2S7WMUG
276,276,2025-08-28 19:28:00,712.62,card,captured,PAY-7L62PXY2M2
277,277,2024-06-21 14:31:27,191.16,card,captured,PAY-QVWZ9E62EI
278,278,2024-01-08 21:06:56,63.66,card,captured,PAY-M52XFKI7DB
279,279,2023-03-21 06:23:24,237.75,paypal,captured,PAY-LYL8RPRS2G
280,280,2025-05-25 03:45:23,55.12,paypal,captured,PAY-R3G7BKJUCG
281,281,2025-03-30 06:08:48,240.66,bank_transfer,captured,PAY-GJHIQXK2EZ
282,282,2023-09-17 19:40:51,39.02,card,captured,PAY-V6X8XDHRAJ
283,283,2025-03-15 10:03:04,314.99,card,captured,PAY-RANASFDDSZ
284,284,2024-02-14 14:36:15,215.59,card,captured,PAY-7UYOS7ZYGR
285,285,2023-07-02 10:30:26,104.53,paypal,captured,PAY-X2E77H0TGN
286,286,2024-03-05 07:31:43,70.3,card,captured,PAY-40G1KNV2T1
287,287,2023-11-26 12:58:26,37.26,cod,captured,PAY-5PFR9UUZFJ
288,288,2023-01-05 23:01:32,500.02,card,captured,PAY-VWPUSSQ2UL
289,289,2024-03-06 22:47:48,419.88,cod,captured,PAY-GWEGZ1VNAL
290,290,2025-01-03 08:48:23,180.2,card,captured,PAY-2NB6XZF0YQ
291,291,2023-07-19 17:43:49,482.07,card,captured,PAY-16RIPKRJ4S
292,292,2024-08-21 22:58:32,120.69,card,captured,PAY-N00C9TQQXT
293,293,2024-01-31 09:56:10,85.47,paypal,captured,PAY-G2QZC8G6VV
294,294,2023-02-27 03:54:11,23.07,cod,captured,PAY-NMN8K3BF8O
295,295,2024-04-24 13:15:35,268.15,card,captured,PAY-GNWI090A6A
296,296,2023-12-17 13:40:39,87.97,card,captured,PAY-Z3A8WEQENL
297,297,2023-02-28 18:05:25,267.44,card,captured,PAY-J4N7FMW3V5
298,298,2024-01-09 20:52:51,0.0,bank_transfer,refunded,PAY-2C9GKZAWOH
299,299,2023-11-17 01:24:45,0.0,card,voided,PAY-NMYOORQ503
300,300,2024-07-28 17:27:54,320.26,card,captured,PAY-8ZQJYCSGOG
301,301,2024-10-30 20:17:36,308.51,card,captured,PAY-27C1WRPVUF
302,302,2025-05-25 17:20:37,141.09,card,captured,PAY-Y7KE9LIDNJ
303,303,2025-06-22 12:08:58,333.52,bank_transfer,captured,PAY-QM5U5LLDAN
304,304,2023-05-28 13:54:47,268.92,card,captured,PAY-3TV6ZPT9KE
305,305,2025-02-17 11:50:48,0.0,card,voided,PAY-51EA8RHNKJ
306,306,2024-11-07 23:05:20,442.23,card,captured,PAY-Q4PZ6V9WCY
307,307,2024-03-01 03:46:14,46.94,card,captured,PAY-LQR1W0P3GD
308,308,2025-05-08 16:54:43,110.39,paypal,captured,PAY-BMXC4W30RQ
309,309,2024-05-09 16:38:12,292.26,card,captured,PAY-LIEGF3RH6H
310,310,2025-07-09 04:11:06,123.52,card,captured,PAY-E9BRERSF59
311,311,2024-06-13 13:02:32,37.07,card,captured,PAY-POFHWRCX84
312,312,2023-07-12 05:53:02,179.29,bank_transfer,captured,PAY-JUXQ6NIALC
313,313,2024-05-03 08:09:27,187.76,card,captured,PAY-MNS8G2C7M1
314,314,2023-04-21 08:13:45,296.89,card,captured,PAY-MEYB0ZZ6FJ
315,315,2024-01-10 12:06:14,72.7,card,captured,PAY-GKM1HNNBQ9
316,316,2025-06-23 06:10:21,4.86,card,captured,PAY-GMC85ELQJZ
317,317,2025-01-31 04:30:16,380.43,card,captured,PAY-J7K1VIAJ8R
318,318,2024-02-13 20:37:57,51.77,card,captured,PAY-TJTO9NOWOO
319,319,2025-09-13 20:09:01,8.47,bank_transfer,captured,PAY-EKJ5U4LK3I
320,320,2024-08-07 06:51:17,97.55,paypal,captured,PAY-ZA0KB9Y57Y
321,321,2023-11-02 05:23:12,176.53,card,captured,PAY-XW9G9HQCEJ
322,322,2023-06-22 04:35:44,150.44,card,captured,PAY-WSTR1OQR52
323,323,2023-10-14 20:39:28,226.9,cod,captured,PAY-YHIXDT7KNH
324,324,2025-06-22 03:47:12,39.67,paypal,captured,PAY-CTF2WVGAT3
325,325,2025-05-11 08:14:30,112.02,card,captured,PAY-0X63L7U5OI
326,326,2024-06-07 15:00:53,233.57,card,captured,PAY-H69Y9X9KYF
327,327,2025-03-06 06:22:44,322.3,paypal,captured,PAY-O54KLKT95V
328,328,2025-07-20 16:51:38,244.47,card,captured,PAY-9M9SS33OSM
329,329,2024-03-20 13:12:20,269.43,card,captured,PAY-3SYG23HLTA
330,330,2023-05-03 19:46:32,199.03,bank_transfer,captured,PAY-HYP6EFWV75
331,331,2023-10-13 11:16:25,73.77,card,captured,PAY-LWOSPPWJ9T
332,332,2024-12-06 22:25:59,47.52,card,captured,PAY-DKVTMB2Y1L
333,333,2025-05-02 04:01:10,230.72,card,captured,PAY-A4JXS7DQMY
334,334,2024-04-20 23:03:57,650.44,paypal,captured,PAY-IE0UXSFMQJ
